IntervalIndex,CenterName,Priority,AvgQueueTime,ConfInterval
567,Skull_Island,PRIORITY,3.5353518830041457,0.1298897297555592
679,Incredible_Hulk_Coaster,PRIORITY,2.217578173617546,0.11261117102157374
633,Skull_Island,PRIORITY,3.5097160287462725,0.12326016716742588
213,Flight_Hippogriff,NORMAL,22.155860369497564,1.5524933035667778
559,Skull_Island,PRIORITY,3.5421071741134975,0.13225298058902088
639,Harry_Potter_Journey,NORMAL,48.34842692122351,1.205388054975966
446,Jurassic_World_VelociCoaster,PRIORITY,1.9039361618729587,0.10623595897501449
664,Doctor_Doom_Fearfall,PRIORITY,1.364659102379024,0.05166111264146359
193,Storm_Force,NORMAL,10.010806288700483,0.957887986775997
495,Harry_Potter_Journey,PRIORITY,2.248592061122835,0.055345963043595556
64,Doctor_Doom_Fearfall,NORMAL,3.1362397567556908,0.30811904104742616
165,Incredible_Hulk_Coaster,NORMAL,16.3122115538474,1.049789249489596
78,Skull_Island,PRIORITY,2.858756599901689,0.11668884208314047
323,Jurassic_World_VelociCoaster,PRIORITY,1.6788858872815091,0.08938872408780234
67,Storm_Force,PRIORITY,1.9101655447450765,0.08519362635317197
238,Doctor_Doom_Fearfall,PRIORITY,1.3544960525579288,0.06376064559961969
669,Incredible_Hulk_Coaster,PRIORITY,2.2180778166645956,0.11263116404607632
224,Skull_Island,NORMAL,24.76048048312168,1.2620629605443487
509,Skull_Island,NORMAL,43.4312141442151,1.9876177351687276
329,Incredible_Hulk_Coaster,NORMAL,29.31829739157704,2.055036742483629
113,Incredible_Hulk_Coaster,PRIORITY,1.8017354043825136,0.1166318481249544
50,Doctor_Doom_Fearfall,PRIORITY,1.0504248497500603,0.07151394227322111
612,Jurassic_World_VelociCoaster,NORMAL,64.33888295684598,1.3645086660445602
585,Storm_Force,PRIORITY,2.130918430751344,0.05270086524486467
423,Skull_Island,PRIORITY,3.6668271255085454,0.16031726254007442
13,Harry_Potter_Journey,NORMAL,2.20648404946774,0.08129085487880484
92,Doctor_Doom_Fearfall,NORMAL,4.785955625969915,0.497452044150918
200,Jurassic_World_VelociCoaster,PRIORITY,1.7847511143980166,0.12090062582084503
486,Harry_Potter_Journey,NORMAL,42.02338582890171,0.9905469837932441
349,Skull_Island,PRIORITY,3.45023470240279,0.11546183119985791
237,Skull_Island,NORMAL,25.977736670688312,1.337649041466057
564,Flight_Hippogriff,NORMAL,46.59494423119574,3.5498444980724178
67,Skull_Island,NORMAL,6.0281155562762505,0.42248045231285475
473,Storm_Force,PRIORITY,2.1687806469955366,0.05862917250678008
16,Incredible_Hulk_Coaster,NORMAL,1.4116898631744041,0.09841877080744597
531,Skull_Island,NORMAL,44.739348693545715,2.086019447111892
183,Jurassic_World_VelociCoaster,PRIORITY,1.7785085884821668,0.11750109102903071
123,Incredible_Hulk_Coaster,PRIORITY,1.8882480232230234,0.1157500267228228
152,Doctor_Doom_Fearfall,PRIORITY,1.3185403478263482,0.0666534111445945
413,Storm_Force,NORMAL,10.510103752784678,1.1175576982397473
634,Harry_Potter_Journey,NORMAL,48.25275105336751,1.2007392322198933
73,Flight_Hippogriff,NORMAL,5.561659075243315,0.586554587721049
167,Doctor_Doom_Fearfall,NORMAL,10.14216568788599,0.9475078462293182
45,Storm_Force,NORMAL,2.4349491016069837,0.1456597221490853
73,Jurassic_World_VelociCoaster,PRIORITY,1.2757173158982964,0.03684627828033689
598,Incredible_Hulk_Coaster,PRIORITY,2.2307423154808377,0.1147701308202147
116,Harry_Potter_Journey,NORMAL,10.316237945486582,0.344429198731984
41,Harry_Potter_Journey,NORMAL,2.8691446543970973,0.11191023741661804
272,Skull_Island,NORMAL,27.916739451513827,1.4817046049471896
328,Storm_Force,NORMAL,9.206197063699305,1.1188454453946166
622,Storm_Force,NORMAL,8.7651320651956,0.9335145448740282
211,Flight_Hippogriff,PRIORITY,1.9108553715420442,0.14454151772230614
289,Flight_Hippogriff,PRIORITY,1.8066228683900254,0.12109038958396166
544,Skull_Island,NORMAL,45.45112060011224,2.1307610855264563
307,Incredible_Hulk_Coaster,NORMAL,28.61838170583335,1.9881986921908996
133,Incredible_Hulk_Coaster,PRIORITY,1.9865257580837772,0.14147364319502767
144,Harry_Potter_Journey,NORMAL,13.642246867939383,0.4212028510617308
567,Harry_Potter_Journey,PRIORITY,2.2245566413834315,0.050813848311537714
553,Storm_Force,PRIORITY,2.137381076851474,0.0534432140677808
113,Jurassic_World_VelociCoaster,PRIORITY,1.3884623721812122,0.05031883569834383
35,Flight_Hippogriff,NORMAL,2.1340381042601972,0.27255444001785034
275,Harry_Potter_Journey,PRIORITY,2.255211096965178,0.06668994232922704
347,Harry_Potter_Journey,PRIORITY,2.2634832515448915,0.06003917262282955
650,Doctor_Doom_Fearfall,PRIORITY,1.3655963337126906,0.05180109043401893
649,Incredible_Hulk_Coaster,PRIORITY,2.2197312646660197,0.1132426124518862
36,Doctor_Doom_Fearfall,NORMAL,1.6538453000991742,0.13913265891662002
365,Skull_Island,PRIORITY,3.527285363728823,0.12539026300620146
67,Jurassic_World_VelociCoaster,NORMAL,5.5768370875459246,0.2949026494905768
359,Jurassic_World_VelociCoaster,PRIORITY,1.8483261988306139,0.09715072695743548
488,Skull_Island,NORMAL,42.00803434000803,1.915837287587109
588,Incredible_Hulk_Coaster,PRIORITY,2.237557427481178,0.1156197202061162
588,Storm_Force,NORMAL,9.070133708279332,0.9775570715857925
114,Harry_Potter_Journey,PRIORITY,2.0219903645170407,0.041628762764848525
712,Flight_Hippogriff,NORMAL,50.24364447487007,4.218486579156236
441,Storm_Force,PRIORITY,2.1788495171789606,0.06179590792882118
371,Doctor_Doom_Fearfall,NORMAL,14.181151598239333,1.4528403092753024
236,Jurassic_World_VelociCoaster,PRIORITY,1.7464783654455425,0.10910050980851073
51,Incredible_Hulk_Coaster,NORMAL,3.533698304237001,0.3101576500184963
298,Skull_Island,NORMAL,28.9048369180642,1.542040688238745
569,Jurassic_World_VelociCoaster,PRIORITY,1.8043608913822686,0.08754241882937305
431,Skull_Island,PRIORITY,3.6591816651653404,0.15940934645817256
365,Flight_Hippogriff,NORMAL,31.144504946867354,2.538142866512078
48,Flight_Hippogriff,NORMAL,3.250896897904775,0.4060624516473166
627,Jurassic_World_VelociCoaster,NORMAL,65.23248841836188,1.3957070507196576
39,Jurassic_World_VelociCoaster,PRIORITY,1.24223379365658,0.06226665860114726
214,Incredible_Hulk_Coaster,NORMAL,23.000642931282172,1.3678129772195697
172,Harry_Potter_Journey,NORMAL,17.185312368818764,0.4847246944918488
214,Incredible_Hulk_Coaster,PRIORITY,2.21638034207102,0.14798101348998288
372,Doctor_Doom_Fearfall,PRIORITY,1.4042134739713565,0.06581661761958779
271,Incredible_Hulk_Coaster,NORMAL,27.28279434017022,1.8402173861724151
551,Flight_Hippogriff,NORMAL,45.88672015338271,3.4757938585884927
270,Jurassic_World_VelociCoaster,PRIORITY,1.7175577656012673,0.101217239815436
205,Skull_Island,PRIORITY,3.4761642055334105,0.15780251720448926
430,Doctor_Doom_Fearfall,PRIORITY,1.4257973646414814,0.06525683595703116
678,Storm_Force,PRIORITY,2.1227767243836477,0.05055969094003878
28,Flight_Hippogriff,PRIORITY,0.8723075702922981,0.13426757464336792
464,Storm_Force,NORMAL,10.330535053821905,1.1261746610644499
179,Flight_Hippogriff,NORMAL,17.337287932362717,1.3120459013454537
277,Harry_Potter_Journey,NORMAL,28.11698576061328,0.7683479872405998
180,Jurassic_World_VelociCoaster,NORMAL,21.614768093237743,0.6173867704843378
376,Doctor_Doom_Fearfall,NORMAL,14.372266958258217,1.458469029794201
35,Storm_Force,PRIORITY,1.8986511242068043,0.13635046964166703
506,Jurassic_World_VelociCoaster,NORMAL,56.13760743379421,1.1669704990926073
143,Incredible_Hulk_Coaster,NORMAL,13.656140024419905,0.934003866581919
406,Harry_Potter_Journey,PRIORITY,2.294896026948958,0.06594937473492009
72,Flight_Hippogriff,PRIORITY,1.3495436020154445,0.16046479178622963
625,Skull_Island,PRIORITY,3.5101735596583135,0.12339999636370538
566,Storm_Force,PRIORITY,2.1348124157505866,0.05322851424305564
700,Doctor_Doom_Fearfall,NORMAL,14.3497453054268,1.6224992135839442
673,Storm_Force,NORMAL,8.350830513829612,0.8766928205770912
705,Doctor_Doom_Fearfall,NORMAL,14.272288730228736,1.6112425501448855
253,Jurassic_World_VelociCoaster,PRIORITY,1.7298427701257095,0.10482413428693219
699,Incredible_Hulk_Coaster,PRIORITY,2.2164408054119007,0.11238645925121003
501,Harry_Potter_Journey,NORMAL,42.99502201265393,1.021425178734883
629,Incredible_Hulk_Coaster,PRIORITY,2.2223870115628848,0.1134361448730033
39,Harry_Potter_Journey,PRIORITY,2.0329058997878273,0.1052501977180772
675,Flight_Hippogriff,PRIORITY,1.9511504149267307,0.12865311179962202
142,Storm_Force,NORMAL,7.223897158306827,0.7150665011238957
249,Harry_Potter_Journey,NORMAL,26.67733440060151,0.7105137956356252
142,Skull_Island,NORMAL,14.108826753415757,0.8488474822501682
130,Jurassic_World_VelociCoaster,PRIORITY,1.4496895292016005,0.058380630653341925
568,Incredible_Hulk_Coaster,PRIORITY,2.2521034468811405,0.11825844657236133
64,Doctor_Doom_Fearfall,PRIORITY,1.0716482982246625,0.06140553197308447
147,Skull_Island,PRIORITY,3.2622632810223764,0.13514812364587067
665,Storm_Force,PRIORITY,2.123231393859962,0.050648650923721006
393,Jurassic_World_VelociCoaster,PRIORITY,1.9422226258368671,0.11334465867197815
569,Flight_Hippogriff,PRIORITY,1.9837265224358884,0.13386381781436127
153,Incredible_Hulk_Coaster,PRIORITY,2.098392935482001,0.1599790044382642
351,Storm_Force,NORMAL,9.568375310366129,1.0865610994869124
709,Jurassic_World_VelociCoaster,PRIORITY,1.7799795263998468,0.08239843742394261
656,Jurassic_World_VelociCoaster,PRIORITY,1.781628172658076,0.08269848292739777
695,Harry_Potter_Journey,NORMAL,48.153674096220236,1.2732245245423603
373,Skull_Island,PRIORITY,3.576651627453377,0.13855470113660015
625,Harry_Potter_Journey,PRIORITY,2.2162626974320094,0.048587773937420475
617,Skull_Island,PRIORITY,3.5107636560411986,0.12320079125006725
19,Incredible_Hulk_Coaster,PRIORITY,1.2307786304722788,0.25236881367565045
481,Storm_Force,NORMAL,10.17307440340552,1.1124210049957954
251,Jurassic_World_VelociCoaster,NORMAL,32.98249683532671,0.8544886908896836
173,Incredible_Hulk_Coaster,PRIORITY,2.181933898467402,0.15758628909073127
364,Incredible_Hulk_Coaster,NORMAL,30.966584741649967,2.1222152545000785
558,Incredible_Hulk_Coaster,PRIORITY,2.260247481387862,0.11973498982025844
502,Doctor_Doom_Fearfall,PRIORITY,1.402611498485361,0.059364386949018265
86,Storm_Force,PRIORITY,1.9376387872157643,0.06973802693225313
390,Flight_Hippogriff,NORMAL,33.08555905205109,2.602556699623262
554,Harry_Potter_Journey,PRIORITY,2.2287486870935656,0.05114895234075083
601,Storm_Force,PRIORITY,2.127167848814254,0.05172842720831233
86,Flight_Hippogriff,NORMAL,6.860282373986906,0.6656643812891816
480,Jurassic_World_VelociCoaster,PRIORITY,1.8685649372374136,0.09995504161624853
710,Harry_Potter_Journey,NORMAL,47.64703588025145,1.2829671276286365
44,Jurassic_World_VelociCoaster,NORMAL,2.9501818873516967,0.18713827190726126
51,Storm_Force,NORMAL,2.686598830554865,0.18234113208955408
63,Doctor_Doom_Fearfall,PRIORITY,1.061192760627663,0.06337072466328426
422,Storm_Force,PRIORITY,2.1806344431226914,0.0591802679693694
4,Doctor_Doom_Fearfall,NORMAL,0.47776641687521165,0.1493137607013071
18,Harry_Potter_Journey,NORMAL,2.1488432262327724,0.06854844103127553
94,Skull_Island,PRIORITY,2.9417197589498874,0.10768839353526063
149,Harry_Potter_Journey,NORMAL,14.249965448473056,0.4286241120051645
163,Incredible_Hulk_Coaster,PRIORITY,2.1476916614322303,0.16001442015073433
372,Jurassic_World_VelociCoaster,NORMAL,41.34134813963164,1.0129811622770555
226,Flight_Hippogriff,NORMAL,23.59869014011387,1.6650478511370808
78,Flight_Hippogriff,PRIORITY,1.3885467316907232,0.1631423649587804
348,Flight_Hippogriff,PRIORITY,1.8519435556927206,0.10537593284026467
470,Jurassic_World_VelociCoaster,NORMAL,52.11401715840738,1.0869195504388076
310,Storm_Force,PRIORITY,2.098786785145697,0.06416631443297732
211,Doctor_Doom_Fearfall,PRIORITY,1.3786770311284349,0.06557936547029673
386,Incredible_Hulk_Coaster,NORMAL,32.506997015364945,2.140291155295567
155,Skull_Island,PRIORITY,3.2982501773017465,0.14709978246611335
713,Storm_Force,PRIORITY,2.1226577085155727,0.05051325076628302
343,Doctor_Doom_Fearfall,NORMAL,13.221994290583455,1.4349229966451873
219,Jurassic_World_VelociCoaster,PRIORITY,1.7652726723075882,0.11508103061068466
108,Incredible_Hulk_Coaster,NORMAL,9.489567595434625,0.7306778867665837
166,Jurassic_World_VelociCoaster,PRIORITY,1.6623770600975718,0.0983698717634419
239,Flight_Hippogriff,PRIORITY,1.8618224821333338,0.1338094658910834
548,Incredible_Hulk_Coaster,PRIORITY,2.269013269142659,0.12178148585395553
450,Flight_Hippogriff,NORMAL,38.72323436762562,2.9135303224193225
685,Jurassic_World_VelociCoaster,NORMAL,67.59736161562337,1.4846055879509714
534,Storm_Force,PRIORITY,2.1440084465860667,0.054136476098391964
190,Doctor_Doom_Fearfall,NORMAL,11.975832347274663,1.058983669068608
606,Harry_Potter_Journey,NORMAL,47.529836408154615,1.1719258056026505
334,Storm_Force,NORMAL,9.260869549291304,1.1083446441743674
407,Skull_Island,PRIORITY,3.6682540416161875,0.1586473365158587
583,Skull_Island,PRIORITY,3.5238568900017073,0.12827058220537038
244,Incredible_Hulk_Coaster,PRIORITY,2.169277668518732,0.13422771881410187
407,Storm_Force,NORMAL,10.479274870781998,1.111666455614209
334,Harry_Potter_Journey,PRIORITY,2.2466227041291758,0.05869526041678226
591,Jurassic_World_VelociCoaster,NORMAL,63.01276324681491,1.3328417605688183
90,Jurassic_World_VelociCoaster,PRIORITY,1.3291733103996815,0.042908310883625365
477,Incredible_Hulk_Coaster,PRIORITY,2.3252952302798366,0.13380696443705817
684,Incredible_Hulk_Coaster,NORMAL,47.55147884865789,3.0958440774541343
152,Flight_Hippogriff,PRIORITY,1.7651822682283151,0.1333486787642038
16,Storm_Force,PRIORITY,1.5177377809885562,0.3548014788670573
445,Doctor_Doom_Fearfall,PRIORITY,1.422568928975751,0.06531190174497761
323,Flight_Hippogriff,PRIORITY,1.792591850180158,0.11133633673525689
564,Jurassic_World_VelociCoaster,NORMAL,61.200391443579065,1.2959042684452864
685,Doctor_Doom_Fearfall,NORMAL,14.589732942050942,1.6541626689455637
475,Skull_Island,NORMAL,41.012381199016275,1.865323890590406
254,Incredible_Hulk_Coaster,PRIORITY,2.158959953700207,0.13068745121228204
540,Harry_Potter_Journey,PRIORITY,2.232520198118448,0.05214496360427082
168,Skull_Island,NORMAL,17.204096974291364,0.9857840555558933
127,Harry_Potter_Journey,PRIORITY,2.064320608331913,0.04414973124843636
271,Doctor_Doom_Fearfall,NORMAL,13.416903794659884,1.396762174476398
214,Flight_Hippogriff,PRIORITY,1.9048483797723752,0.1437259976432452
493,Jurassic_World_VelociCoaster,NORMAL,54.75838876402954,1.1439908093059135
261,Flight_Hippogriff,PRIORITY,1.8350604926809027,0.127482931925085
190,Skull_Island,NORMAL,20.16685458550277,1.087236543882999
646,Storm_Force,PRIORITY,2.1234122452827084,0.05088266643244862
320,Harry_Potter_Journey,PRIORITY,2.244415155117888,0.05934031871572857
640,Incredible_Hulk_Coaster,NORMAL,47.268004770836875,2.9280041664909433
187,Incredible_Hulk_Coaster,NORMAL,19.138609705095057,1.1843203882609346
125,Storm_Force,NORMAL,6.3086842995744545,0.6348540421526818
467,Incredible_Hulk_Coaster,PRIORITY,2.3346253405617263,0.1349557909373117
662,Jurassic_World_VelociCoaster,NORMAL,66.85109300077788,1.4495827595129818
524,Doctor_Doom_Fearfall,NORMAL,16.58556900031465,1.720055918661548
320,Flight_Hippogriff,PRIORITY,1.7880811556898926,0.11284444251874753
629,Doctor_Doom_Fearfall,NORMAL,15.517435436755875,1.7498893334614944
481,Harry_Potter_Journey,PRIORITY,2.252763248184156,0.05697431039461253
697,Storm_Force,PRIORITY,2.1226877998830638,0.050574790636416726
69,Doctor_Doom_Fearfall,NORMAL,3.397243489893184,0.34395551872003644
528,Incredible_Hulk_Coaster,NORMAL,43.00440513161173,2.5881978503525636
96,Storm_Force,NORMAL,4.788227044599163,0.5025470920735754
286,Flight_Hippogriff,PRIORITY,1.8094876276588627,0.1217414207407824
481,Harry_Potter_Journey,NORMAL,41.67148708494581,0.982413484229592
557,Doctor_Doom_Fearfall,NORMAL,16.34095103340155,1.7459569640527655
611,Harry_Potter_Journey,PRIORITY,2.215601348334021,0.04876959601859838
690,Jurassic_World_VelociCoaster,PRIORITY,1.7802657634517511,0.08246004793225778
136,Storm_Force,NORMAL,6.888405645662417,0.6875921768058947
541,Jurassic_World_VelociCoaster,NORMAL,59.37689031743141,1.252111806362768
150,Flight_Hippogriff,NORMAL,13.883666798173948,1.118576267185958
98,Harry_Potter_Journey,NORMAL,8.287926333975625,0.3076624188628393
335,Incredible_Hulk_Coaster,PRIORITY,2.117426923186691,0.10858291625149596
425,Flight_Hippogriff,NORMAL,36.35759112638794,2.7677246988308055
622,Jurassic_World_VelociCoaster,PRIORITY,1.7837030724882008,0.08348087432593475
204,Incredible_Hulk_Coaster,PRIORITY,2.235733065108549,0.1532742287271142
289,Jurassic_World_VelociCoaster,PRIORITY,1.7038831381300463,0.09809916514081843
516,Doctor_Doom_Fearfall,PRIORITY,1.3979678882466564,0.05832211323256659
327,Flight_Hippogriff,NORMAL,29.09773585651122,2.3966574964391945
11,Harry_Potter_Journey,PRIORITY,2.017042759278936,0.3393889782802329
272,Storm_Force,NORMAL,9.876868173623889,1.2109999217829062
627,Incredible_Hulk_Coaster,NORMAL,46.92766081021693,2.889701384798104
215,Doctor_Doom_Fearfall,NORMAL,13.50927058747654,1.204528753897291
22,Flight_Hippogriff,NORMAL,1.2165822951703364,0.1578570060594408
441,Incredible_Hulk_Coaster,NORMAL,37.1428173059539,2.2782166785058684
452,Doctor_Doom_Fearfall,NORMAL,16.414725951172944,1.6351344222207465
128,Flight_Hippogriff,NORMAL,11.39465079772853,0.9404301981365889
677,Doctor_Doom_Fearfall,PRIORITY,1.3643432629920482,0.051598536390318424
261,Harry_Potter_Journey,PRIORITY,2.255589381036853,0.06878123857037922
77,Doctor_Doom_Fearfall,PRIORITY,1.0913741066349245,0.05555869117751965
639,Skull_Island,NORMAL,49.08596855515565,2.396825089491689
294,Storm_Force,PRIORITY,2.110807889379423,0.06676542316164313
380,Storm_Force,PRIORITY,2.1760608182152983,0.05993695220160059
459,Doctor_Doom_Fearfall,PRIORITY,1.4192271301685373,0.06390136189301467
420,Jurassic_World_VelociCoaster,NORMAL,46.075455148281165,1.028992557394783
386,Incredible_Hulk_Coaster,PRIORITY,2.321302933830476,0.1298645538140415
100,Harry_Potter_Journey,PRIORITY,1.9913693558489411,0.047462130795805975
592,Skull_Island,NORMAL,47.52669027545891,2.26908942952482
662,Incredible_Hulk_Coaster,NORMAL,47.61104441352348,3.004733926015503
225,Doctor_Doom_Fearfall,PRIORITY,1.3649162430654591,0.06465996038884686
75,Flight_Hippogriff,PRIORITY,1.3747620030329355,0.16899619262260904
639,Incredible_Hulk_Coaster,PRIORITY,2.220982971152987,0.1133418704867421
580,Doctor_Doom_Fearfall,NORMAL,16.111606916583938,1.759216377233902
94,Jurassic_World_VelociCoaster,NORMAL,9.045587823664588,0.3941104454108334
416,Incredible_Hulk_Coaster,PRIORITY,2.3549559500809347,0.13526247477242265
20,Jurassic_World_VelociCoaster,PRIORITY,1.25166059162942,0.11989104754222538
110,Doctor_Doom_Fearfall,NORMAL,5.9836003242931115,0.6145616070422365
353,Harry_Potter_Journey,NORMAL,31.20292565061302,0.8447348351048314
678,Flight_Hippogriff,PRIORITY,1.9510798662752098,0.12863855896189436
665,Flight_Hippogriff,NORMAL,50.41545136616393,3.9860319852108286
341,Skull_Island,NORMAL,30.411058373128284,1.6266271739722904
427,Skull_Island,NORMAL,36.83229234379763,1.7230205082768146
508,Incredible_Hulk_Coaster,PRIORITY,2.2971581826804885,0.1291474134417493
425,Harry_Potter_Journey,NORMAL,36.932907497480485,0.8863367789130052
533,Jurassic_World_VelociCoaster,PRIORITY,1.8271733282623002,0.09169510406266304
605,Incredible_Hulk_Coaster,NORMAL,46.197831104112296,2.8296060517861017
463,Incredible_Hulk_Coaster,NORMAL,38.90669829762515,2.355615204056874
285,Skull_Island,NORMAL,28.443624962178102,1.5169819365587742
29,Incredible_Hulk_Coaster,PRIORITY,1.466921761582131,0.15662337144935562
492,Storm_Force,PRIORITY,2.1621517618151174,0.058131698313775675
410,Jurassic_World_VelociCoaster,PRIORITY,1.9333194723320821,0.1117284627840395
380,Skull_Island,NORMAL,32.68177697287706,1.6448359014326692
627,Storm_Force,PRIORITY,2.1239569025167913,0.05120582262392771
605,Jurassic_World_VelociCoaster,PRIORITY,1.7860595554331404,0.0842522313383619
494,Harry_Potter_Journey,PRIORITY,2.2491355270479247,0.055404551339230966
155,Flight_Hippogriff,PRIORITY,1.7816879918371846,0.13093108767151784
633,Doctor_Doom_Fearfall,NORMAL,15.452964402041037,1.7436312847582174
182,Storm_Force,PRIORITY,2.1279780963973813,0.07549986219265487
239,Flight_Hippogriff,NORMAL,24.690598032813146,1.7971362780369255
311,Flight_Hippogriff,NORMAL,28.45616774483612,2.3239393643888375
371,Doctor_Doom_Fearfall,PRIORITY,1.4029119904975667,0.06598276536953675
515,Storm_Force,PRIORITY,2.1534282040290176,0.05626368038338689
679,Doctor_Doom_Fearfall,PRIORITY,1.3643435454476172,0.05159711369234608
264,Flight_Hippogriff,PRIORITY,1.8313552501258554,0.12731203245550643
355,Incredible_Hulk_Coaster,PRIORITY,2.232408385589618,0.11420935327915215
8,Doctor_Doom_Fearfall,PRIORITY,0.4334914816939016,0.18318044530930572
652,Doctor_Doom_Fearfall,NORMAL,15.142911020792175,1.71250499530372
345,Flight_Hippogriff,PRIORITY,1.844712691751546,0.10574768106120414
59,Jurassic_World_VelociCoaster,NORMAL,4.646887361697297,0.2634705648797564
153,Flight_Hippogriff,NORMAL,14.241690387091527,1.1439820745209328
373,Flight_Hippogriff,PRIORITY,1.9546916776129641,0.12356462504842543
485,Incredible_Hulk_Coaster,NORMAL,40.457239830606284,2.431951313540005
393,Skull_Island,NORMAL,33.74584330878284,1.6466547353167722
678,Skull_Island,NORMAL,49.60122109010534,2.520034692630098
427,Incredible_Hulk_Coaster,PRIORITY,2.351552967567521,0.13779051310991633
652,Storm_Force,PRIORITY,2.1234877304029305,0.050855517322599325
237,Doctor_Doom_Fearfall,PRIORITY,1.3554652247221273,0.06364108491330533
392,Flight_Hippogriff,PRIORITY,2.0131036330932672,0.14069229150095897
370,Incredible_Hulk_Coaster,NORMAL,31.355027360820756,2.1226773185848637
358,Harry_Potter_Journey,NORMAL,31.47260874946216,0.845502295227313
675,Jurassic_World_VelociCoaster,PRIORITY,1.780697936526324,0.08253860506983439
310,Doctor_Doom_Fearfall,NORMAL,12.902565479360772,1.4432787193276089
276,Doctor_Doom_Fearfall,NORMAL,13.350713118658772,1.4083312904954783
482,Flight_Hippogriff,PRIORITY,2.0322879871638126,0.14770996067803296
79,Incredible_Hulk_Coaster,PRIORITY,1.6425314523204677,0.10114757808756858
365,Incredible_Hulk_Coaster,PRIORITY,2.269147755004627,0.12005571299250635
7,Incredible_Hulk_Coaster,PRIORITY,0.3450596160755305,0.2150056932849136
274,Harry_Potter_Journey,PRIORITY,2.2552024289164563,0.06665358621322197
345,Skull_Island,NORMAL,30.628070616364397,1.6298524154477954
526,Storm_Force,NORMAL,9.697186729033666,1.0536070351346714
165,Doctor_Doom_Fearfall,PRIORITY,1.342808343564076,0.0637722610486655
585,Incredible_Hulk_Coaster,NORMAL,45.492399688350254,2.780938209246471
466,Flight_Hippogriff,NORMAL,40.129764697157384,2.997410254715949
151,Doctor_Doom_Fearfall,PRIORITY,1.3159392591800703,0.06752162403696504
150,Storm_Force,PRIORITY,2.060896192147139,0.06519180408716163
516,Flight_Hippogriff,PRIORITY,2.025358020835983,0.14204414707270763
375,Incredible_Hulk_Coaster,PRIORITY,2.295535172581792,0.12531335415406236
715,Harry_Potter_Journey,NORMAL,47.44777929495537,1.285484413089757
248,Doctor_Doom_Fearfall,NORMAL,13.639804650188944,1.3381281185474558
285,Incredible_Hulk_Coaster,PRIORITY,2.114758935945858,0.12424324165939989
