GroupId,GroupSize,Priority,QueueTime,RidingTime,TotalTime,NumberRides
132,7,NORMAL,0.0,0.0,25.21991415531711,0
136,7,PRIORITY,5.606825983422837,8.105790244697495,26.045379794167754,3
141,1,PRIORITY,6.200538689872747,8.920939848022972,26.045379794167754,3
197,3,NORMAL,8.864873262187006,2.3626210516610264,26.906917125192564,1
379,9,NORMAL,0.0,0.0,28.359505895133193,0
336,9,PRIORITY,0.0,0.0,28.903360974849143,0
250,2,PRIORITY,4.700231394103476,5.619872434353397,29.200346364955287,2
383,4,NORMAL,0.0,0.0,29.668073639107526,0
400,4,NORMAL,0.0,0.0,29.77090149979674,0
328,4,NORMAL,0.0,0.0,30.865863224353653,0
37,2,PRIORITY,11.899132727637932,15.882098626756154,31.344202205491694,4
32,4,PRIORITY,14.289162597014965,14.383244714645318,32.076466503451606,5
253,6,PRIORITY,4.259652411687114,5.86227867280239,32.19513166843564,2
273,6,PRIORITY,4.405931720302398,3.40073342383873,32.26655200596248,1
367,6,NORMAL,0.0,0.0,33.128456014679955,0
453,5,NORMAL,0.0,0.0,35.45573920365257,0
281,6,PRIORITY,9.307784588065317,6.055439401443788,36.55511973813926,2
419,3,NORMAL,0.0,0.0,36.62156907368404,0
133,1,PRIORITY,9.599022792558369,16.96472815026749,36.96528032190167,5
406,8,NORMAL,0.0,0.0,37.45515175777115,0
446,7,NORMAL,0.0,0.0,37.8574889140326,0
427,8,PRIORITY,3.1101010946504033,3.560906103840523,40.116025841979784,1
94,2,NORMAL,2.5873496283278516,9.735521968330964,41.134776330408414,2
495,7,NORMAL,0.0,0.0,42.895186613980165,0
360,1,PRIORITY,4.167571203935552,12.693489789820038,43.02703754817218,4
542,7,NORMAL,0.0,0.0,43.741225931063646,0
518,7,NORMAL,0.0,0.0,44.413330066452644,0
163,2,PRIORITY,15.06695538013927,16.340953314602814,44.614564327707306,3
443,8,PRIORITY,2.810963954643526,6.668094865823207,44.614564327707306,2
340,9,PRIORITY,6.168992269582308,7.945299206508928,45.93620919365039,3
464,7,PRIORITY,3.800669107249611,5.346099420146132,47.005126618073554,2
576,5,PRIORITY,0.0,0.0,47.37825030963566,0
590,8,PRIORITY,0.0,0.0,47.65072292383094,0
158,1,PRIORITY,13.007148596024141,22.727494923271006,48.56580888100285,6
371,8,PRIORITY,9.567398891311218,9.539868697076976,48.56580888100285,3
60,9,PRIORITY,15.541621514018294,28.16390224018316,48.56580888100285,7
567,6,NORMAL,0.0,0.0,48.6919766184455,0
560,7,NORMAL,0.0,0.0,49.12397495182428,0
572,4,NORMAL,0.0,0.0,49.199523202022895,0
265,7,PRIORITY,6.192364983960985,9.226203729736717,49.74272994032135,3
534,3,PRIORITY,1.3173720437260243,2.737603322247793,49.74272994032135,1
582,4,PRIORITY,1.1808116961504993,2.020885400250968,49.96602378296726,1
637,2,NORMAL,0.0,0.0,51.06799129506239,0
586,8,NORMAL,0.0,0.0,51.795618993172624,0
636,6,NORMAL,0.0,0.0,52.00164458536371,0
626,9,NORMAL,0.0,0.0,52.886659488728064,0
676,2,NORMAL,0.0,0.0,53.939272445185466,0
550,3,NORMAL,0.0,0.0,54.28636677042406,0
583,3,PRIORITY,4.724778695412127,3.460125918481559,55.13093848014735,1
638,6,PRIORITY,1.9595146870251554,1.57616110149592,55.297175914203955,1
395,9,NORMAL,15.278791581316845,2.816095531599643,55.40879369498518,1
238,8,PRIORITY,22.755388774418215,16.017845990377403,57.169706223860835,5
666,6,PRIORITY,1.2322624311297332,1.8725303096568808,57.169706223860835,1
399,1,PRIORITY,13.264896482304263,15.357816559196365,58.15619954123794,5
746,1,NORMAL,0.0,0.0,60.18023067843863,0
482,2,PRIORITY,9.995931610719545,11.51273490838367,60.49556862808603,4
155,4,PRIORITY,18.498835029136863,26.623430779028418,60.49556862808603,8
221,2,PRIORITY,22.78778735969937,20.608292419048166,61.05345360186553,7
743,8,NORMAL,0.0,0.0,62.0499672745288,0
269,2,PRIORITY,32.64059054430656,9.335289049351257,62.62291962928243,3
183,2,NORMAL,38.91756027119865,10.783388575670948,64.52439246271055,3
795,7,NORMAL,0.0,0.0,64.8772096023897,0
680,7,PRIORITY,0.0,0.0,65.72454750818935,0
487,1,PRIORITY,15.978013773851039,13.928376948893238,68.87971362316081,4
835,4,NORMAL,0.0,0.0,69.15526002651353,0
862,8,PRIORITY,0.0,0.0,70.02888613205127,0
856,4,NORMAL,0.0,0.0,70.38528200658693,0
872,1,NORMAL,0.0,0.0,70.47875688113511,0
562,1,NORMAL,22.234076733623567,3.034610180433191,70.83095902777664,1
749,1,PRIORITY,5.094790942898619,6.284284522423654,71.83016869877913,2
421,7,PRIORITY,17.247880211143062,17.129275875924755,72.55832001222906,5
864,5,NORMAL,0.0,0.0,75.04776313774764,0
251,3,PRIORITY,29.53577977978232,27.236253190430002,75.82929556422629,8
660,8,PRIORITY,9.25861833479452,12.505656446565716,76.47746507588533,4
168,4,PRIORITY,29.00439811944281,33.03440008430482,76.47746507588533,9
925,1,PRIORITY,0.0,0.0,76.84362265086092,0
496,1,PRIORITY,20.663103087468187,16.940495839314764,78.64592934129792,4
111,9,PRIORITY,48.3882988184749,18.92586869091069,78.99242697282219,6
233,4,NORMAL,0.0,0.0,79.34041789788407,0
974,4,PRIORITY,0.0,0.0,79.8524141055635,0
433,3,PRIORITY,0.0,0.0,80.41718600447322,0
671,3,PRIORITY,16.892659893586206,10.687049811560215,80.69200149957429,4
991,3,PRIORITY,0.0,0.0,80.84716155986823,0
871,6,PRIORITY,0.0,0.0,81.60339770244696,0
551,2,PRIORITY,20.96189020597547,16.007101731843832,81.71815401185096,6
378,6,PRIORITY,28.09933604100217,27.076083865517788,84.58834874565882,8
343,2,PRIORITY,28.958456241246182,30.250133377849185,84.63585282382118,7
695,6,NORMAL,27.76961556112225,2.689116315538584,86.97717128482394,1
952,3,PRIORITY,5.737587118792163,5.596424880482459,90.23227770430364,1
1088,7,PRIORITY,0.0,0.0,91.96784750643715,0
1011,4,PRIORITY,3.960710098032422,2.108290965952108,92.1554821227634,1
229,2,PRIORITY,38.22449329966119,35.74408522026803,92.22614998603571,11
11,4,PRIORITY,14.043097201162634,22.757776947579245,93.59372557830034,8
398,7,PRIORITY,27.60447175837644,24.930847267355233,93.76811622001487,9
1012,6,PRIORITY,9.191501697133646,2.7424226558033524,94.97485283289772,1
318,8,PRIORITY,39.74763352593642,30.523152371879274,96.25768347285336,9
72,4,PRIORITY,50.705400232659954,38.57309328558533,96.41712205191054,12
82,9,PRIORITY,39.25185821517376,47.439656094387026,96.41712205191054,14
890,8,PRIORITY,11.458112209002081,12.546235291774508,96.41712205191054,3
1067,5,PRIORITY,4.349103852995199,5.35397999517339,97.01380524923616,2
711,9,PRIORITY,17.673040829313415,20.438144825370124,97.01380524923616,5
764,7,PRIORITY,22.593159860902766,13.181677860525284,98.45887111632076,3
1084,2,PRIORITY,4.2110903825312676,6.846101606193045,99.66893478955437,2
1031,2,PRIORITY,8.252036478480804,8.412160756258373,100.82971389573565,2
1037,4,PRIORITY,8.368596248985696,8.83687728752237,102.426975490248,3
717,5,PRIORITY,30.672046787184698,10.523106525430023,102.426975490248,4
226,7,PRIORITY,48.54084798146201,35.69620343819082,102.426975490248,9
1177,6,NORMAL,0.0,0.0,102.51497900078829,0
245,6,PRIORITY,53.572129287752375,30.211802491783985,102.61953713659862,9
44,6,PRIORITY,56.35669731366308,41.25230078620477,102.61953713659862,11
1232,2,NORMAL,0.0,0.0,104.19091768348943,0
1168,5,NORMAL,0.0,0.0,105.16399444906617,0
959,2,PRIORITY,11.144523313608957,16.667375953014655,105.80963867264195,5
1266,2,NORMAL,0.0,0.0,106.64715501789374,0
1245,6,PRIORITY,0.0,0.0,107.93941949076888,0
1206,6,PRIORITY,3.3323770470897216,2.5344773386765667,108.34411601131852,1
268,1,PRIORITY,40.433863293242666,35.70846941564626,108.34411601131852,11
1152,6,NORMAL,0.0,0.0,108.72782819021822,0
291,9,PRIORITY,42.35030505391234,33.64461531962482,108.79021524571402,11
3,8,PRIORITY,67.37088157165164,31.818409899165104,109.43159943409773,8
1297,4,PRIORITY,0.0,0.0,109.53744037968193,0
1207,8,NORMAL,0.0,0.0,109.83126695709839,0
1304,2,NORMAL,0.0,0.0,110.03518326634497,0
1317,6,NORMAL,0.0,0.0,110.37877939442087,0
1276,5,PRIORITY,0.25250399199522633,2.7556152563801106,111.09973126769863,1
700,9,NORMAL,48.29265054334984,2.7556152563801106,111.09973126769863,1
1252,7,PRIORITY,0.0,0.0,112.64673391653531,0
1294,6,PRIORITY,0.0,0.0,112.74124590522246,0
1374,7,NORMAL,0.0,0.0,116.22795581149317,0
1056,5,PRIORITY,20.872966398261966,5.293326600125667,117.75357565993022,2
294,2,PRIORITY,54.52037438962523,40.78888037022615,117.75357565993022,11
1409,6,PRIORITY,0.0,0.0,118.12799148613557,0
1432,5,NORMAL,0.0,0.0,120.76419444685143,0
1274,5,PRIORITY,7.292634959280463,5.8345767039966745,120.76945122147464,2
640,2,PRIORITY,12.250998780002284,17.397001445245472,120.76945122147464,5
756,6,PRIORITY,36.16966321371238,20.72715019747949,121.12642940324909,6
1371,7,PRIORITY,0.0,0.0,121.35774587486816,0
1454,1,NORMAL,0.0,0.0,121.56030162004818,0
729,4,PRIORITY,38.416154614960426,23.35435198077667,122.16968358837777,6
1442,3,PRIORITY,0.0,0.0,122.9316103757935,0
875,3,PRIORITY,31.747937274754932,20.058658561230942,123.42424401219911,6
254,2,PRIORITY,55.95968270387468,19.694281951847604,124.14947314822435,6
579,4,PRIORITY,64.80051242539766,11.925455802085551,124.17936189560447,4
1497,1,PRIORITY,0.0,0.0,124.40931719433624,0
1254,8,PRIORITY,9.130186352215134,10.421620396627873,125.1110579245221,2
1498,4,PRIORITY,0.0,0.0,125.32293334857218,0
241,4,PRIORITY,29.7820075527814,27.859399612927536,126.0023960498543,8
966,4,PRIORITY,33.15067299832303,13.394214778390818,126.62587982377998,4
1144,7,PRIORITY,17.491854661021407,13.936315497120987,126.62587982377998,3
561,4,PRIORITY,63.146326511871656,19.398034323890705,127.49408684879144,5
1500,9,NORMAL,0.0,0.0,127.99593561881699,0
1527,6,PRIORITY,0.0,0.0,128.21453023397723,0
1438,8,NORMAL,0.0,0.0,128.21492145815012,0
1528,6,NORMAL,0.0,0.0,128.6566241559265,0
1278,2,PRIORITY,10.359852344630056,10.78113963561185,128.80822072834204,3
1541,4,PRIORITY,0.0,0.0,129.83502910171768,0
975,9,PRIORITY,20.61881828909921,16.20396180623395,130.34202692323336,5
728,5,PRIORITY,44.80208276594497,25.726470182988052,131.5070983475943,8
1353,7,PRIORITY,11.077134043859559,6.1997128919231415,132.82559271570312,1
1600,9,PRIORITY,0.0,0.0,134.41030715122182,0
1606,4,NORMAL,0.0,0.0,135.9858652436242,0
564,2,PRIORITY,30.316854036496693,24.233312791322042,136.3927311239176,8
800,2,PRIORITY,42.35257643214824,28.884165076252174,136.3927311239176,9
38,7,NORMAL,0.0,3.290311665176559,136.58987185357574,1
15,2,PRIORITY,92.0315645254566,43.695424662528275,137.31953757405236,13
1647,2,PRIORITY,0.0,0.0,137.70283947314374,0
1623,5,NORMAL,0.0,0.0,137.71841785476522,0
1444,8,PRIORITY,10.996928634791459,6.341006021406969,139.1665987371101,1
1047,5,PRIORITY,36.5911262185126,16.40006362712012,139.1665987371101,4
1665,5,PRIORITY,0.0,0.0,139.54231573096988,0
1683,4,NORMAL,0.0,0.0,139.79442939041,0
396,8,PRIORITY,74.91987347788253,30.56804764693046,140.22859060994074,11
898,3,PRIORITY,36.69068465062098,29.503743814073374,140.45522874837565,8
1567,7,NORMAL,0.0,0.0,140.4720123909787,0
1694,2,NORMAL,0.0,0.0,140.612931568009,0
248,1,PRIORITY,86.36480105269237,37.40621051397463,142.68019976275306,10
1538,9,PRIORITY,5.882106969940139,6.531160208643939,143.05728381850506,2
1038,3,PRIORITY,0.0,0.0,143.9969239313967,0
117,6,PRIORITY,79.86759559955522,54.29073916226194,144.27805896269112,15
1691,8,PRIORITY,0.0,0.0,146.1632356334069,0
1450,1,PRIORITY,15.395975345654904,9.609444139576254,146.4229519704358,3
1594,1,PRIORITY,4.515408276003512,6.634431452320143,146.4229519704358,2
1749,6,NORMAL,0.0,0.0,148.9345827872977,0
1312,4,PRIORITY,24.55506132374066,15.243465781325227,150.5454994917758,4
1793,4,PRIORITY,0.0,0.0,150.75753773086868,0
1779,7,NORMAL,0.0,0.0,151.0495163074168,0
1783,8,NORMAL,0.0,0.0,151.4524074666744,0
1383,3,PRIORITY,29.83718314150174,6.376596726419692,151.9762898290911,3
91,7,PRIORITY,34.19216679660783,31.340934437625524,152.3141413029709,9
1833,8,NORMAL,0.0,0.0,152.5220325362246,0
1839,3,PRIORITY,0.0,0.0,152.73136955670594,0
1775,5,PRIORITY,0.0,0.0,152.85205044793761,0
1680,3,PRIORITY,9.147414034346042,4.569685012833048,152.9971191927476,2
1830,6,NORMAL,0.0,0.0,153.1301058966,0
1269,3,PRIORITY,34.1077638007276,13.238701089396443,154.5410201868138,4
1787,8,PRIORITY,3.2515920833459973,2.8764433191979606,155.19058462216887,1
1859,1,PRIORITY,0.0,0.0,155.6426299479061,0
1674,1,PRIORITY,11.83610686983954,5.640167578654427,156.30622640501753,1
1406,9,PRIORITY,20.512107710963633,10.640469156736742,156.54089840144005,3
2,5,NORMAL,147.47059270967503,9.527202118200814,157.60950546423675,3
1784,7,PRIORITY,3.356175283759569,2.795461004271857,157.98604562644073,1
1377,3,PRIORITY,25.5408360192242,16.80725024212488,158.46555490675422,4
1898,2,PRIORITY,0.0,0.0,160.50880973099888,0
882,9,PRIORITY,52.416129987554086,27.184030147820692,161.70784243789646,8
20,4,PRIORITY,105.67663601215949,51.989662678907465,161.83541563357699,16
1944,2,NORMAL,0.0,0.0,162.62943683464943,0
311,7,PRIORITY,100.20797940014944,38.24481224722452,163.25848616312155,13
218,6,PRIORITY,92.7147117572331,52.08500789412527,163.45347138493727,15
1805,4,PRIORITY,9.656845329940978,3.327629565413872,163.45347138493727,2
1900,9,NORMAL,0.0,0.0,165.28716186896418,0
1061,6,PRIORITY,64.97904666438254,14.343894400794,165.70837399258446,6
1176,9,PRIORITY,48.08902578611483,18.710019054454747,166.89437605783888,7
1978,6,NORMAL,0.0,0.0,167.36198231934017,0
1960,8,NORMAL,0.0,0.0,167.75075665669715,0
1609,1,PRIORITY,18.005297449568474,14.895776724627126,168.1121477301453,5
219,8,PRIORITY,106.92000256308555,43.04854138756568,168.32866742759168,14
1871,5,NORMAL,0.0,0.0,168.74535599225206,0
1270,6,PRIORITY,35.24092071223839,18.14308788261522,172.11788058916716,6
1994,7,NORMAL,0.0,0.0,172.20521954348754,0
2068,3,NORMAL,0.0,0.0,172.29728061463405,0
1566,3,PRIORITY,28.346107824203557,13.787846711365432,173.2279688622844,4
793,1,PRIORITY,40.4746502241066,23.757450968146955,173.2279688622844,7
2082,6,NORMAL,0.0,0.0,173.83306522478097,0
585,4,PRIORITY,29.315624365938113,25.124823398480565,173.90282379987286,8
271,2,PRIORITY,80.30570713984139,43.36508259613299,175.30013133877767,14
2112,9,NORMAL,0.0,0.0,177.11171560087385,0
1160,3,PRIORITY,56.453222357750874,26.429283035420468,181.17129550452916,7
2026,3,PRIORITY,6.143579055773756,3.9551980516199023,181.17129550452916,1
320,6,PRIORITY,50.34126474014163,34.80777127961987,181.35063073613117,11
2078,7,PRIORITY,0.0,0.0,181.41157754024073,0
353,3,PRIORITY,100.39826933789567,55.62433898664278,181.79321706333587,18
1484,4,PRIORITY,43.686818068383275,15.111745281895537,183.57201597332357,5
619,8,NORMAL,0.0,0.0,184.1871964534642,0
822,2,PRIORITY,43.443754348528586,24.755405343489414,187.90088841453107,8
859,1,PRIORITY,63.400753079335786,53.57010955157226,187.90088841453107,14
1823,1,PRIORITY,27.67625370718534,8.761672990984152,188.53835127638553,3
283,9,PRIORITY,113.04557024006579,53.69946793732204,188.53835127638553,14
2272,1,NORMAL,0.0,0.0,188.57170669903502,0
887,7,PRIORITY,83.50350921166653,33.71725734007417,189.67975032025052,11
2072,5,PRIORITY,7.916991690623632,7.917337333977855,189.87932122215372,3
2295,2,NORMAL,0.0,0.0,190.55331058068623,0
469,7,PRIORITY,101.11404677562646,40.529814316206526,192.11215362472777,12
738,4,PRIORITY,100.40829910651789,30.918911131526812,192.11215362472777,8
752,5,PRIORITY,15.843986386801028,6.0325609953294475,194.15885493412608,2
1684,6,PRIORITY,28.849902540732074,24.44897634626787,194.26183357243286,7
2329,6,PRIORITY,0.0,0.0,195.6865734026625,0
843,3,PRIORITY,15.591373760271026,8.402456803201915,196.29496838807873,3
914,7,PRIORITY,87.62801734808019,23.88928597345449,196.92828808138407,9
2391,6,NORMAL,0.0,0.0,197.50130133002617,0
2096,4,PRIORITY,10.013449336795048,10.895749905796606,197.7482382684494,3
2377,8,PRIORITY,0.0,0.0,197.79744489122717,0
989,7,PRIORITY,94.01047718795947,24.27371833998417,199.66972540395662,6
161,5,PRIORITY,71.40738186683102,41.08074310961213,199.66972540395662,15
2202,4,PRIORITY,7.00428123784522,7.798648673714467,199.66972540395662,3
987,3,PRIORITY,88.74340714278499,30.19929719259929,200.14185525601593,8
2337,9,PRIORITY,2.8203360384675307,2.4424922698840987,200.14185525601593,1
2433,3,PRIORITY,0.0,0.0,201.7333431025276,0
2323,7,NORMAL,0.0,0.0,201.88281065937394,0
2450,8,NORMAL,0.0,0.0,203.47053083074584,0
1404,3,PRIORITY,54.8008482659682,31.70913044210019,204.1900753547646,8
2480,3,NORMAL,0.0,0.0,204.33341265546844,0
1777,9,PRIORITY,53.081956948642414,4.166720533821149,204.80605951906722,2
2469,4,PRIORITY,0.0,0.0,205.20882214952886,0
2417,5,NORMAL,0.0,0.0,205.24556611669766,0
2330,3,PRIORITY,2.270307798467968,3.7178941691377645,205.66137431722245,1
621,2,PRIORITY,118.9097501188929,37.71762127090138,206.68191220606093,14
2415,5,PRIORITY,4.74733285317464,5.917993520581149,210.10806887534574,1
873,2,PRIORITY,89.52382995021814,47.7740515127192,210.10806887534574,15
2142,2,PRIORITY,16.884085437463227,15.167509095355655,210.1308127662222,4
921,4,PRIORITY,103.93071910318564,26.178209245753564,210.1308127662222,8
2366,3,PRIORITY,7.540349988103912,8.280186469098652,211.3608928829879,3
715,5,PRIORITY,34.632023370518745,20.201724924241063,213.8515063952127,6
504,3,PRIORITY,125.31720540539413,46.209848809619345,214.39418443300536,14
2496,8,NORMAL,0.0,0.0,214.92136235731152,0
1248,5,PRIORITY,89.24558242217583,20.64167788957326,215.0851804947306,5
2474,7,PRIORITY,4.018673211751974,5.563356033323032,215.0851804947306,2
484,2,PRIORITY,112.33886656518371,39.25990891119456,216.5735054157921,13
2630,1,NORMAL,0.0,0.0,218.20413345337394,0
2632,2,NORMAL,0.0,0.0,218.40089280638995,0
397,7,NORMAL,187.418366178131,3.830044977054939,222.4379567006691,1
1523,2,PRIORITY,63.96621251816529,32.43225776610538,222.78587899372937,10
2693,1,NORMAL,0.0,0.0,223.05363364831123,0
2706,3,PRIORITY,0.0,0.0,224.21992751642523,0
2708,1,PRIORITY,0.0,0.0,224.37352326771438,0
2540,6,PRIORITY,2.2467515580076167,5.237003317213151,224.4987605181681,2
1870,4,PRIORITY,50.10899886762118,18.031246763901407,226.00091000570933,7
2690,6,NORMAL,0.0,0.0,228.17424691989103,0
314,2,PRIORITY,132.61547426521446,71.90138265672203,228.98013926049953,20
2509,6,PRIORITY,7.133631190354322,9.297875910204766,229.14552534520632,2
1002,1,PRIORITY,116.8683149824057,31.15871742188871,230.20287555092025,8
2760,3,PRIORITY,0.0,0.0,230.72488295304984,0
2679,7,NORMAL,0.0,0.0,230.83596341800362,0
2737,6,NORMAL,0.0,0.0,232.713327710108,0
2254,6,PRIORITY,31.950545159338958,5.73543036157983,232.73609072068498,2
704,3,PRIORITY,50.25535128875721,51.9129158267346,232.73609072068498,14
2789,7,NORMAL,0.0,0.0,232.74381030841568,0
135,5,PRIORITY,10.5665219884001,17.59325710269308,234.146782841851,5
1284,6,PRIORITY,98.48518834912397,26.355866268210008,235.63455748985947,7
2827,8,PRIORITY,0.0,0.0,235.8020235478581,0
2752,8,PRIORITY,1.5268666205118961,2.706356014221143,235.98782339783628,1
288,1,NORMAL,212.56864903777398,2.398927833837888,236.5457106756889,1
1493,8,NORMAL,0.0,0.0,236.85151290408675,0
2825,6,NORMAL,0.0,0.0,237.32481633904717,0
2352,2,PRIORITY,27.52600284000181,15.566560412322417,238.11502661105266,5
516,2,NORMAL,192.57109473716724,4.205308398094644,238.35393641057186,1
184,6,NORMAL,210.61650084647533,10.267065624365152,238.35393641057186,2
480,3,PRIORITY,102.96175363867475,24.999333023326187,238.49898586653936,9
2713,4,PRIORITY,7.172517741220105,5.229315272639184,238.92770898822099,2
2719,7,NORMAL,0.0,0.0,239.93285215513856,0
2893,2,NORMAL,0.0,0.0,240.8922900000391,0
1107,2,NORMAL,147.09726725053423,3.3235267660690226,241.82251263260838,1
2903,8,NORMAL,0.0,0.0,243.93366445560787,0
2665,4,PRIORITY,11.473218287787319,11.32900488531638,244.78303754993735,4
2845,2,PRIORITY,1.9860762991333445,3.0376773316122865,244.81602205717726,1
449,6,PRIORITY,46.635202883532166,16.50801764475554,244.81602205717726,5
2929,8,NORMAL,0.0,0.0,244.95890379491703,0
2578,5,PRIORITY,16.87816584602919,16.17246428815298,246.34456020552923,5
1445,8,PRIORITY,107.21518343604944,17.870428237770867,246.34456020552923,5
1003,2,PRIORITY,5.915684759810404,9.528710387194849,246.51092120653288,3
2919,7,NORMAL,0.0,0.0,246.79141446168362,0
2354,1,PRIORITY,28.352256824423364,24.207832417314762,247.27112521409325,5
75,4,NORMAL,223.1933728677883,17.29486430217273,247.27112521409325,4
2934,6,PRIORITY,0.08151537462239844,2.7224742570996625,247.53849631427693,1
2972,1,NORMAL,0.0,0.0,247.91611414796517,0
2970,9,NORMAL,0.0,0.0,248.56969316786854,0
1976,4,PRIORITY,57.25478977851796,25.672872102899902,248.67502244082755,9
2992,3,NORMAL,0.0,0.0,250.66131092619162,0
2994,3,NORMAL,0.0,0.0,250.81589721780176,0
723,8,PRIORITY,19.93518699514584,25.369135379963154,250.96696371372994,6
3011,4,PRIORITY,0.0,0.0,251.38566301131323,0
417,2,PRIORITY,123.63926280410092,23.101579860831414,252.60786790162658,8
865,7,PRIORITY,15.438679508334673,1.9423830124746928,252.78829648556695,1
3024,2,NORMAL,0.0,0.0,252.9359868459437,0
3039,7,PRIORITY,0.0,0.0,253.48135910066037,0
1200,5,NORMAL,149.81210643077225,2.61421065456895,253.5811743682989,1
1205,9,NORMAL,148.21288237485513,2.61421065456895,253.5811743682989,1
649,2,NORMAL,198.160455508375,3.7812139095185273,253.97804113279983,1
656,3,NORMAL,196.6531220056006,3.7812139095185273,253.97804113279983,1
690,1,NORMAL,195.2631441586508,3.7812139095185273,253.97804113279983,1
2974,9,NORMAL,0.0,0.0,254.55853606439885,0
3036,7,PRIORITY,0.0,0.0,255.21630860420817,0
3062,7,NORMAL,0.0,0.0,255.26877661513936,0
1613,4,PRIORITY,3.263333768948854,5.103554723832559,255.98017637804867,2
327,3,NORMAL,227.0193915691208,2.2413106196286776,255.98017637804867,1
2930,9,NORMAL,0.0,0.0,256.05841045065716,0
2806,9,PRIORITY,6.698735113895509,11.607845751618896,256.14368106639995,3
1250,3,NORMAL,145.45665930701773,2.5625066981010605,256.14368106639995,1
2881,9,PRIORITY,5.8347866746196075,5.500996801769844,257.95466750219265,2
2463,9,PRIORITY,20.56486144846923,28.62757284176888,258.90450510284023,8
2723,2,PRIORITY,15.528287674263794,15.006637826099364,258.98960355787733,4
3089,5,NORMAL,0.0,0.0,259.1060907512038,0
3115,3,PRIORITY,0.0,0.0,260.22932505382704,0
3012,3,PRIORITY,4.578535859335631,5.299569706106354,261.6415681108455,2
1151,5,PRIORITY,126.67146586876366,42.22314380608648,265.7140222832531,11
571,6,PRIORITY,121.23269466590548,21.314602639672657,265.80327359121696,6
2922,2,PRIORITY,11.270843721466207,13.483691995490176,267.7148626903967,5
1427,4,NORMAL,139.94855348613635,3.3048351559810385,267.7148626903967,1
3114,4,PRIORITY,2.344939685884583,2.3991153584323683,268.20238894964933,1
844,2,PRIORITY,43.80509828311098,39.81566047147649,268.90740921734226,10
3254,8,PRIORITY,0.0,0.0,270.5992838743704,0
418,6,NORMAL,237.7460674575378,2.4283988172786053,272.7478568087254,1
3250,8,NORMAL,0.0,0.0,272.9661460768967,0
1582,6,NORMAL,136.4739587357433,3.197033559296756,273.60971061097786,1
3297,6,NORMAL,0.0,0.0,273.8171576005387,0
993,7,PRIORITY,26.140658374991915,22.095755576899123,274.39181168175895,7
909,3,NORMAL,195.95975652346033,4.114762093692434,274.39181168175895,1
31,3,PRIORITY,99.73186565474484,48.69938071733306,274.9871656654973,13
3305,4,NORMAL,0.0,0.0,276.48885092433505,0
3255,4,PRIORITY,2.0612570249416535,1.6778252381728294,276.6649909036701,1
870,5,NORMAL,197.67042340881954,3.6810246278443515,278.0728363096033,1
1798,3,PRIORITY,119.00391459054336,8.184321753300878,278.2386842542879,2
3118,8,PRIORITY,6.877816096753577,11.154049706251385,278.2386842542879,4
2332,3,PRIORITY,42.48239279081298,42.13598789257739,278.2386842542879,13
3331,1,NORMAL,0.0,0.0,278.29628892479167,0
3342,4,PRIORITY,0.0,0.0,278.3916771954476,0
3014,9,PRIORITY,11.961509039896356,11.452516046330572,278.96706274361463,5
1650,4,NORMAL,136.8774331440182,3.040031203320268,279.6566826282693,1
3371,3,NORMAL,0.0,0.0,280.40937305818136,0
